Stadt Köln;Einwohner-/innen insgesamt;Durchschnittsalter Männer;Durchschnittsalter Frauen;Durchschnittsalter Deutsche;Durchschnittsalter Ausländerinnen und Ausländer
Köln gesamt;41,9;40,9;42,8;42,4;39,6
